query_id,MAP_0,MAP_1,MAP_2,MAP_3,MAP_4,MAP_5,MAP_6,MAP_7,MAP_8,MAP_9,MAP_10,MAP_11,MAP_12,MAP_13,MAP_14,Overall Precision@10
411,0.5812959021743804,0.653909552252457,0.34004235131054195,,0.21670246162019566,0.29093166299318796,0.3027508401561428,0.30411776236216,,0.42465083638262807,0.4485102886435576,0.5653271399387451,0.4847452053052773,1.0,0.2933606436184691,0.4543342035967495
412,0.3724992883861995,0.09768046539566942,0.5687466619994351,,0.08841469197311036,0.4961053426293665,0.4011925400188834,0.431216638368968,,0.0864140595783759,0.37337144476410616,0.6045645574893866,0.5598753663346921,0.8312820512820511,0.5960895589668777,0.4236502051682401
413,0.5262142716541259,0.4502987735055136,0.08372134413124567,0.5,0.5193774309088595,0.3978553451418679,0.26124236815620344,0.06570884169979636,,0.327861701417335,0.1411718661015727,0.5325190877635152,0.24674006509118923,0.13748885918003567,0.0683505050238874,0.3041821756982248
414,0.30861392101804686,0.23816812783693053,0.2653310655460332,,0.30327978330318217,0.318244852465921,0.27847588710647475,0.3153497445059077,,0.20476102975155602,0.24968914541304674,0.23129209793669628,0.21774661738286938,1.0,0.2282542445331376,0.319938962830754
415,0.684106251680327,0.7070223981800149,0.7131226778501288,,0.60441713902696,0.684292166121996,0.7094408772975069,0.5857699118933015,,0.5345694178548464,0.5815262299729463,0.6387081283808926,0.6663809021978369,0.4720634920634921,0.5650697115734314,0.6266530233918216
416,0.45921493181502315,0.3278839788743428,0.30255172943583436,,0.3062139089703618,0.4655255591528287,0.37631483047752295,0.3327058390868911,,0.2364547180843215,0.30079111397404734,0.38920001810906424,0.34934964377842487,,0.3279514132630756,0.3478464737518116
417,0.4990148026727228,0.25915735126703915,0.0395027444244279,,0.006695667055446734,0.018855899534591773,0.42876591580772294,0.17592458699957547,,0.08995823116836299,0.2858420310707088,0.43552659641081615,0.22989377892413335,,0.230226106972531,0.22494697602567323
418,0.44567038538872145,0.44801888515474697,0.5038785703751557,,0.44144396509083006,0.4416099196512468,0.3722895991887613,0.4198843855069172,,0.5039292475452651,0.4755312676295941,0.4590106390458155,0.48899411612728233,1.0,0.42587649345179035,0.4943182672427789
419,0.36139420615227064,0.3793824182958726,0.08933862085596832,,0.16112756317868918,0.41888540713820693,0.295437045668948,0.1582074926145141,,0.2843859776617614,0.27107255667038277,0.2241829819322538,0.17338176263389857,,0.04234865502425064,0.23826205731891806
420,0.2267787376135983,0.4659838538074925,0.47706643377447006,,0.5032157895120654,0.549949305092098,0.4866973176623456,0.5346263031180803,,0.1962801991928976,0.48369392476171186,0.5486176444521291,0.586687783002898,,0.49133065896917816,0.46257732924658046
421,0.033405169554477115,0.049804353981099496,0.10766170065010915,,0.08696110993043793,0.1035084830271652,0.0891201722089803,0.0514376904812502,,0.035557489628215797,0.082585315548106,0.07771450134253109,0.17548647757234717,0.2361111111111111,0.14595302217231773,0.09810050747754986
422,0.5469040007323965,0.4108186063218764,0.2988353592257885,,0.6634499401462307,0.5913064536292296,0.5682364036630816,0.6766998001710323,,0.1853879331843445,0.4679782369380275,0.7012582319698428,0.5155516769307048,,0.39238062748772806,0.5015672725333569
423,0.6416293607065162,0.7450810464191374,0.5386272028782604,,0.5906854173508601,0.4893914486000175,0.6357356197265472,0.5867402651086571,,0.7740248404367127,0.7079768409024827,0.6431570312352846,0.5649506852446573,,0.46797782969402796,0.6154981323585967
424,0.5483819613960004,0.40204279482913374,0.19585372246158744,,0.4149162686167577,0.41413884235290527,0.33361996424927476,0.2206533393385656,,0.12444223410467432,0.3935132952056692,0.3862826388358135,0.2316056498125352,1.0,0.23835316807530832,0.37721568302140196
425,0.5915663843462013,0.5007928403513003,0.6117195722775687,,0.6486198330414831,0.6291132094309891,0.6397458890652497,0.5639340211715637,,0.5369296496648573,0.6471805049018955,0.675547956451069,0.500950619326494,1.0,0.5552197374932366,0.6231784782709161
426,0.3771244237259714,0.39508725971948894,0.12365101540574831,,0.2802759803566354,0.15979052468543148,0.21057365580500428,0.1437413154163296,,0.1998473816765178,0.21696492114401936,0.28458005641821943,0.4662449201940379,0.8715448474989529,0.16050265935314575,0.29922530472303865
427,0.39477385758907163,0.3722120857323384,0.26760213684043416,,0.3386072893205069,0.37866259657463,0.3083418915387688,0.27459212124295895,,0.2384845265897947,0.42364706498977167,0.374397664987109,0.36082808561338525,,0.2792518380490348,0.334283429922317
428,0.26829597803339483,0.4090736300758253,0.32947327231796586,,0.36162417629639937,0.2821698036277495,0.36209481793936005,0.361551743087642,,0.29557774342593723,0.3787242531657247,0.4222945237057007,0.1814031765676479,,0.3655078110859705,0.33481591077744316
429,0.44909937398822486,0.21997152447676044,0.30183034089980915,,0.2771150927596484,0.6198242020822665,0.19687838012853137,0.3439812730065557,,0.35579080674415364,0.29089584570867993,0.35562496056893234,0.1653896027752735,,0.4635124162860295,0.33665948495207204
430,0.5527417027417026,0.6269230769230769,0.3103174603174603,,0.6039682539682539,0.6713675213675213,0.6872086247086248,0.5161616161616162,,0.4427481224259065,0.7418803418803419,0.599795751633987,0.5678571428571428,,0.45902777777777776,0.5649997827302844
431,0.6220095648301062,0.5591525318597405,0.5449250051130862,,0.5686196552628501,0.36635065656399485,0.432979523228635,0.40436502744085956,,0.5111892892835938,0.4779878343368974,0.4974953748286115,0.5343252888288055,0.6657473994382441,0.569117974650153,0.5195588558204289
432,0.021739130434782608,0.056948798328108674,,,0.009780666323957798,0.019961106553285323,0.037308232357656554,0.01063936063936064,,0.0024330900243309003,0.014597451538861668,0.04008092908836797,0.016164001654974447,,0.005205083978616952,0.02135071372020941
433,0.05555555555555555,0.14054492291334397,0.1241409540445025,,0.10081125677016177,,0.3666666666666667,,,0.16797349725835467,0.31614465143876913,0.16991228070175438,,,0.07237546174330159,0.16823613856582337
434,0.6466462743854317,0.4105006829595089,0.5484360459541211,,0.4614076712125778,0.6434423028988435,0.5231059933225387,0.5069653826653495,,0.472605565580255,0.6216559725400405,0.6482538373081161,0.5845759138384121,1.0,0.5359065385211039,0.5848847831681768
435,0.33260869565217394,0.3579558595116476,0.3154765277961906,,0.25365531446837414,0.26506073048589096,0.2585788757943289,0.2912098481342934,,0.061685338274081764,0.16592696221513545,0.2634083457083267,0.3106141147449336,,0.3435750720482368,0.26831297373613444
436,0.2475216852388416,0.23859786420882406,0.44488547272396356,,0.35837317123507884,0.4176655446392911,0.26457989667927717,0.30937826523462875,,0.1329256555167969,0.3454637249423835,0.2268822340412776,0.7539007406562578,0.8462505734812742,0.22441280300901317,0.3700644332005314
437,0.08600563133451218,0.03252811422356494,0.08617029328831596,,0.06377215695243546,0.050294446685545835,0.06717946274457473,0.08392172219033417,,0.06400397636970645,0.08591794721717906,0.07766281272971078,0.028631368570291055,,0.09538156028353521,0.06845579104914214
438,0.4316668084862301,0.1451662391465009,0.3128579765660415,,0.1396131917012853,0.33927213675839074,0.3171376345298178,0.32004218077569135,,0.14032052854796603,0.3770069884049419,0.35280120935084947,0.21452982107274485,0.859551670318477,0.4234549580981311,0.3364170264428514
439,0.19846147754729002,0.055362920585479224,0.0900675823405754,,0.08516889052056205,0.3992182349471155,0.1735419961720092,0.12826275098124423,,0.09712487367913514,0.07874763453956879,0.09863302050423997,0.17330246719888712,0.2946178159072896,0.09642708826999784,0.1514566733225688
440,0.5826330532212884,0.39158261560923635,0.48145413040454166,,0.3830730061598427,0.44849502368166605,0.3171916345277777,0.43121199949949623,,0.09724343415346189,0.17666306085557615,0.3501245472947552,0.5044780587943516,,0.47775700096836543,0.38682563043086327
441,0.7938573285064513,0.6631286947819206,0.617193180412461,,0.6875553350517771,0.6050184729064039,0.6874777310631106,0.6912765930964461,,0.6919657550699749,0.6808081883240642,0.5730279102117538,0.6679238871319617,,0.5759797977074455,0.6612677395219809
442,0.03624110671936759,0.21310759619590783,0.04445658059053932,,0.15441734954399242,0.012195121951219513,0.09420261069128495,0.05765509581495084,,0.04819989444531583,0.09503096568966267,0.14555602809333065,0.125469365803095,1.0,0.04766663358656225,0.15955371916347916
443,0.17913489333252194,0.15074982584033997,0.2357995330011972,,0.17646293620007433,0.3274049098802451,0.24225171003240184,0.3138082109566273,,0.145566031878015,0.4210945225082721,0.2191669938069324,0.20311755580558738,,0.2636169975045606,0.2398478433955646
444,0.8259967320261439,0.899351639969489,0.9396746880570409,,0.589715771670458,0.377060559199417,0.7291268418051498,0.6816477824007683,,0.8259125669651985,0.9399012445887446,0.6722414999149334,0.9613095238095237,,0.6411597564104928,0.7569248839014467
445,0.2743066457770442,0.4037353301195194,0.41119794767376594,,0.39163519423365034,0.6241842442284403,0.34129915353300794,0.47492673237976624,,0.19159709238449946,0.37458320771402936,0.187639479585687,0.45176443694416757,,0.33199709758447543,0.3715722135131711
446,0.5407066426031942,0.4642821031533772,0.5980743273599033,,0.4693978139022801,0.6735851239507697,0.5513458352346055,0.45437376780560756,,0.08394348432086121,0.38420142286402587,0.44849582810961375,0.7907347778539012,,0.380525322680815,0.4866388708199129
447,0.24191900205058098,0.7740852581681338,0.10553422262973232,,0.32290648287996204,0.010101010101010102,0.27066927292635484,0.43387633562042627,,0.9182234432234432,0.24461350473425955,0.6955092972580394,0.9652396214896216,,0.025655298037791065,0.417361062426613
448,1.0,0.06253258590830371,0.020565424358527807,,0.19922449169192075,0.75,0.09088935781829996,0.02126542412814076,,0.12712542280840106,0.07193492941952782,0.16006309173975097,0.2115988766551535,,0.027983172483246384,0.2285985647509394
449,0.23365519090382325,0.2739482327606351,0.16882928590287946,,0.16241902159121097,0.3198512986196809,0.20964744834512006,0.21838150979986906,,0.18437710504637855,0.12158009234235338,0.2592321376994703,0.22552046001525833,,0.21776306966855677,0.21626707105793633
450,0.7215092045107269,0.779250093593576,0.6211941095178288,,0.6254665531109245,0.7738871952973074,0.6119500645833088,0.7060142628173837,,0.6741267577906764,0.6188781266334071,0.6689472096952093,0.6405996226107015,1.0,0.5771297156512747,0.6937656089086404
Overall,0.43286722706454756,0.40288699481975243,0.3589023345427745,0.48263888888888884,0.35813652265788504,0.41214016106115414,0.36880591209160235,0.3555581453894,0.046379751694952565,0.3089049309248944,0.3758461461320669,0.4018908095265028,0.40598686643851023,0.790164673948651,0.3287790286633148,0.38982738787867804
